Africa,Northern Africa,Libya,WPB-ICPR,,9763,,,13217,,,13242,,3186,5328,6187,,,,,171.1,,,221.4,,,214.6,,51.4,86.0,99.7,,
Europe,Western Europe,Liechtenstein,UN-CTS,,,130,98,26,78,149,76,71,60,68,53,53,72,,,,373.0,279.2,73.6,219.5,416.6,211.1,195.8,164.2,184.6,142.8,141.7,191.2
Europe,Northern Europe,Lithuania,UN-CTS,8063,8125,8137,8079,7866,8000,8655,9139,9920,9729,9261,8636,7355,6815,,236.2,240.3,243.3,244.5,241.3,248.9,273.1,292.6,322.1,320.3,309.0,291.6,250.9,233.7
Europe,Western Europe,Luxembourg,UN-CTS/WPB-ICPR,,602,693,735,741,762,702,681,637,666,656,626,691,724,,,133.2,151.4,157.9,156.1,157.1,141.5,134.1,122.5,125.1,120.4,112.5,121.9,126.1
Africa,Eastern Africa,Madagascar,UN-CTS/WPB-ICPR,19000,19971,20294,17495,,16555,,18355,18578,19150,19804,20353,20595,,,110.0,112.2,110.7,92.7,,82.8,,86.8,85.4,85.7,86.3,86.3,85.0,
Africa,Eastern Africa,Malawi,WPB-ICPR,8566,9220,9656,11000,10830,11000,,11672,,12236,,12156,12129,,,69.4,72.7,74.1,81.9,78.2,77.1,,77.0,,76.0,,71.2,69.0,
Asia,South-Eastern Asia,Malaysia,WPB-ICPR,,43424,35644,42389,50305,39440,,38387,,36608,39144,47986,,51602,,,172.5,138.9,162.1,188.9,145.5,,136.5,,125.5,131.8,158.7,,165.6
Asia,Southern Asia,Maldives,WPB-ICPR,,1110,,1489,,993,,830,,994,,1200,1513,,,,357.6,,454.8,,287.8,,227.7,,257.4,,293.9,361.6,
Africa,Western Africa,Mali,WPB-ICPR,,4407,,,,,6700,,5817,,4963,5209,,,,,35.6,,,,,45.9,,37.4,,30.1,30.7,,
Europe,Southern Europe,Malta,UN-CTS,278,298,294,375,528,662,494,584,584,585,615,581,565,,,68.9,73.6,72.3,91.8,128.7,160.6,119.3,140.3,139.6,139.0,145.3,136.5,132.1,
Oceania,Micronesia,Marshall Islands,WPB-ICPR,20,,,47,,,50,,41,,36,35,,,,38.4,,,90.2,,,95.6,,78.0,,68.2,66.2,,
Americas,Caribbean,Martinique,WPB-ICPR,643,,631,,763,,920,,885,,918,,940,,,163.0,,158.9,,191.9,,232.2,,225.1,,236.0,,243.6,
Africa,Western Africa,Mauritania,WPB-ICPR,1185,,815,,,,,1700,,1602,,1768,,,,40.1,,26.0,,,,,47.1,,41.8,,43.5,,
Africa,Eastern Africa,Mauritius,UN-CTS/WPB-ICPR,2605,2572,2547,2238,2272,2200,2384,2449,2706,2760,2663,2233,,2237,,215.5,211.6,208.4,182.2,184.1,177.5,191.6,196.2,216.3,220.2,212.1,177.6,,177.2
Africa,Eastern Africa,Mayotte,WPB-ICPR,163,,107,,155,,216,,211,,188,,177,,,97.8,,60.1,,81.5,,106.7,,98.2,,82.7,,73.7,
Americas,Central America,Mexico,UN-CTS,185606,196577,208272,211308,214682,,186614,188013,213758,207278,218373,228021,221439,190175,,175.7,183.7,192.0,191.9,192.0,,161.6,160.3,179.5,171.5,178.2,183.6,175.9,149.2
Oceania,Micronesia,Micronesia (Federated States of),WPB-ICPR,,86,,103,,,76,,95,,107,132,,,,,80.7,,97.5,,,73.1,,91.8,,103.2,126.9,,
Europe,Western Europe,Monaco,UN-CTS,28,34,31,37,36,34,23,12,32,33,29,,34,31,,85.0,102.1,91.7,107.5,102.5,94.8,63.0,32.4,85.3,87.3,76.4,,88.8,80.5
Asia,Eastern Asia,Mongolia,UN-CTS,,8124,8906,6740,7923,8098,6532,7421,8011,8145,8068,7690,5471,5692,,,325.4,352.5,263.5,305.7,308.1,244.8,273.6,290.1,289.4,281.2,263.0,183.8,188.3
Europe,Southern Europe,Montenegro,UN-CTS,741,799,894,851,957,1216,1499,1457,1328,1331,1064,1123,1131,1123,,120.7,129.9,145.0,137.7,154.5,195.7,240.7,233.4,212.3,212.5,169.7,178.9,180.0,178.7
Africa,Northern Africa,Morocco,UN-CTS/WPB-ICPR,54542,59069,50933,53580,54660,59212,57563,64877,,70675,72005,74941,74039,,,182.8,195.7,166.9,173.6,175.0,187.4,179.9,200.2,,212.0,212.9,218.4,212.7,
